"model","eco_fuel","energySource","engine_type","typePrivate"
"Porsche Boxster 981",0,"Petrol","2.7 Manual","Car"
"Porsche Boxster RS60 Spyder",0,"Petrol","Tiptronic S","Car"
"Porsche Boxster S",0,"Petrol","3.4","Car"
"Porsche Boxster S 981",0,"Petrol","3.4 PDK","Car"
"Porsche Boxster Spyder",0,"Petrol","3.4 PDK","Car"
"Porsche Cayenne",0,"Petrol","6-speed","Car"
"Porsche Cayenne GTS",0,"Petrol","Tiptronic S","Car"
"Porsche Cayenne S",0,"Petrol","Tiptronic S","Car"
"Porsche Cayenne Turbo",0,"Petrol","Tiptronic S","Car"
"Porsche Cayenne Turbo S",0,"Petrol","Tiptronic S","Car"
"Porsche Cayman",0,"Petrol","2.9","Car"
"Porsche Cayman R",0,"Petrol","PDK","Car"
"Porsche Cayman S",0,"Petrol","3.4","Car"
"Porsche Panamera",0,"Petrol","4S PDK","Car"
"Porsche Porsche 911 GT2",0,"Petrol","911 GT2","Car"
"Proton Compact",0,"Petrol","1500 Hatchback","Car"
"Proton GEN-2",0,"Petrol","1.3","Car"
"Proton GEN-2 Persona",0,"Petrol","1.6 A/T","Car"
"Proton GEN2",0,"Petrol","1.6 4 Door Hatchback","Car"
"Proton Impian",0,"Petrol","1600","Car"
"Proton Persona",0,"Petrol","1500 Hatchback","Car"
"Proton Putra",0,"Petrol","1800 DOHC","Car"
"Proton Satria",0,"Petrol","1500 3 Door Hatchback","Car"
"Proton Satria Neo",0,"Petrol","1.3","Car"
"Proton Savvy",0,"Petrol","1.2","Car"
"Proton Wira",0,"Petrol","1500 4 Door Saloon","Car"
"Renault Avantime",0,"Petrol","2.0 16V Turbo From VIN DE0U06","Car"
"Renault Avantime (all versions and trim levels)",0,"Petrol","2.0 16V Turbo From VIN DE0U06","Car"
"Renault Captur, 2013",0,"Petrol","dCi 90 S&S","Car"
"Renault Clio",0,"Petrol","1.2 16V 75","Car"
"Renault Clio (all versions and trim levels)",0,"Petrol","1.9 dTi From VIN C/BB0V0F","Car"
"Renault Clio 4, 2013",0,"Petrol","1.2 16V 75","Car"
"Renault Clio Campus",0,"Petrol","1.2","Car"
"Renault Clio MY 2006",0,"Petrol","1.6 VVT 111","Car"
"Renault Clio Renault Sport, 2013",0,"Petrol","2.0 200 and Cup","Car"
"Renault Espace",0,"Diesel","2.0 16V 140","Car"
"Renault Espace (J66)",0,"Diesel","2.0 16V From VIN JE0L02","Car"
"Renault Espace (J66) (all versions and trim levels)",0,"Petrol","2.0 16V From VIN JE0L02","Car"
"Renault Fluence Z.E.",0,"Electricity","Fluence Z.E.","Car"
"Renault Grand Espace",0,"Diesel","2.0T 16V 170","Car"
"Renault Grand Espace (J66)",0,"Petrol","2.0 16V From VIN JE0LL5","Car"
"Renault Grand Espace (J66) (all versions and trim levels)",0,"Petrol","2.0 16V From VIN  JE0LL2","Car"
"Renault Grand Scènic",0,"Diesel","2.0 VVT 136","Car"
"Renault Grand Scènic Model Year May 2009 on",0,"Diesel","1.4 TCe","Car"
"Renault Grand Scènic Model Year May 2009 onward",0,"Diesel","2.0 dCi 150 FAP","Car"
"Renault Grand Scènic, Model Year May 2009 on",0,"Diesel","1.6 VVT 111","Car"
"Renault Grand Scénic, 2013",0,"Diesel","1.6 VVT 110","Car"
"Renault Kangoo",0,"Petrol","1.6 16V","Car"
"Renault Kangoo (all versions and trim levels)",0,"Petrol","1.2 From VIN KC0WAF","Car"
"Renault Koleos",0,"Diesel","2.0 dCi 150 FAP 4X4","Car"
"Renault Laguna",0,"Petrol","1.9 dCi From VIN  B56W05","Car"
"Renault Laguna (all versions and trim levels)",0,"Petrol","1.9 dCi From VIN  B56W05","Car"
"Renault Laguna Coupé",0,"Diesel","2.0 205T 2WS DTEG06","Car"
"Renault Laguna Coupé GT",0,"Petrol","2.0 205T 4WS DTBG06","Car"
"Renault Laguna Estate",0,"Diesel","1.9 dCi From VIN K56W05","Car"
"Renault Laguna Estate (all versions and trim levels)",0,"Diesel","1.9 dCi From VIN K56W05","Car"
"Renault Laguna Hatchback",0,"Diesel","2.0 dCi 150","Car"
"Renault Laguna Hatchback Model Year 2010",0,"Diesel","2.0 dCi 150 FAP","Car"
"Renault Laguna Hatchback, Model Year 2010",0,"Diesel","2.0 dCi 150 FAP","Car"
"Renault Laguna II Hatchback",0,"Petrol","1.6 16V From VIN BG0A05","Car"
"Renault Laguna II Hatchback (all versions and trim levels)",0,"Petrol","1.6 16V From VIN BG0A05","Car"
"Renault Laguna II Ph 2 Hatchback",0,"Diesel","2.0 Turbo 16V","Car"
"Renault Laguna II Ph 2 Sport Tourer",0,"Petrol","2.0 Turbo 16V","Car"
"Renault Laguna II Sport Tourer",0,"Petrol","1.8 16V From VIN KG0B05","Car"
"Renault Laguna II Sport Tourer (all versions and trim levels",0,"Petrol","1.8 16V From VIN KG0B05","Car"
"Renault Laguna II Sport Tourer (all versions and trim levels)",0,"Petrol","1.8 16V From VIN KG0B05","Car"
"Renault Laguna Sport Tourer",0,"Diesel","2.0 dCi 150","Car"
"Renault Laguna Sport Tourer Model Year 2010",0,"Diesel","2.0 dCi 150 FAP","Car"
"Renault Laguna Sport Tourer, Model Year 2010",0,"Diesel","2.0 dCi 150 FAP","Car"
"Renault Megane Coupé Cabriolet, 2013",0,"Diesel","1.6 dCi 130 S&S","Car"
"Renault Megane Coupé-Cabriolet 2010",0,"Diesel","dCi 160 FAP","Car"
"Renault Megane Renault Sport 2012",0,"Petrol","265","Car"
"Renault Megane Renault Sport, 2012",0,"Petrol","265 Cup and Stop Start","Car"
"Renault Megane Sport Tourer 2011",0,"Diesel","dCi 160","Car"
"Renault Megane Sport Tourer, 2011",0,"Diesel","dCi 90","Car"
"Renault Modus",0,"Diesel","1.5 dCi 86","Car"
"Renault Modus, 2011",0,"Petrol","1.2 16V 75","Car"
"Renault Mégane Cabriolet",0,"Petrol","1.6 16V From VIN EA0B02","Car"
"Renault Mégane Cabriolet (all versions and trim levels)",0,"Petrol","1.6 16V From VIN EA0B02","Car"
"Renault Mégane Classic",0,"Petrol","1.4 16V From VIN LA0D05","Car"
"Renault Mégane Classic (all versions and trim levels)",0,"Petrol","1.4 16V From VIN LA0D05","Car"
"Renault Mégane Coupé",0,"Petrol","1.4 16V From VIN DA0D05","Car"
"Renault Mégane Coupé (all versions and trim levels)",0,"Petrol","1.4 16V From VIN DA0D05","Car"
"Renault Mégane Coupé-Cabriolet",0,"Petrol","1.6 VVT 111","Car"
"Renault Mégane Generation, 2010",0,"Petrol","1.6 16v","Car"
"Renault Mégane Hatch / Sport Hatch",0,"Petrol","1.4 16V (C/BM0B0H)","Car"
"Renault Mégane Hatchback",0,"Diesel","1.4 16V From VIN BA0D05","Car"
"Renault Mégane Hatchback (all versions and trim levels)",0,"Petrol","1.4 16V From VIN BA0D05","Car"
"Renault Mégane Hatchback / Sport Hatchback",0,"Petrol","2.0 VVT 136","Car"
"Renault Mégane Renault Sport Model Year 2010",0,"Petrol","250","Car"
"Renault Mégane Renault Sport, Model Year 2010",0,"Petrol","250","Car"
"Renault Mégane Renaultsport",0,"Petrol","2.0 225","Car"
"Renault Mégane Sport Saloon",0,"Petrol","1.6 VVT 111","Car"
"Renault Mégane Sport Tourer",0,"Petrol","2.0 VVT 136","Car"
"Renault Mégane Sport Tourer Model Year 2009",0,"Diesel","dCi 150","Car"
"Renault Mégane Sport Tourer, Model Year 2009",0,"Petrol","2.0 16V 140","Car"
"Renault New Clio",0,"Petrol","1.2 16V From VIN C/BB05CF","Car"
"Renault New Clio (all versions and trim levels)",0,"Petrol","1.2 16V From VIN C/BB05CF","Car"
"Renault New Espace",0,"Petrol","1.9 dCi From VIN JK0GA6","Car"
"Renault New Grand Espace",0,"Petrol","2.0T 16V 165 From VIN JK0DC6","Car"
"Renault New Kangoo",0,"Petrol","1.5 dCi 80 From VIN KC08EF","Car"
"Renault New Laguna Coupé",0,"Diesel","2.0 205T 2WS DTEG06","Car"
"Renault New Laguna Hatch",0,"Diesel","2.0 16V 140","Car"
"Renault New Laguna Sport Tourer",0,"Diesel","2.0 16V 140","Car"
"Renault New Megane",0,"Petrol","1.4 16V From VIN C/BM0B0H","Car"
"Renault New Megane Coupé-Cabriolet",0,"Petrol","1.6 16V Auto From VIN EM0J0A","Car"
"Renault New Megane Coupé-Cabriolet, 2010",0,"Petrol","TCe 130","Car"
"Renault New Megane Grand Scenic",0,"Petrol","1.5 dCi 100 From VIN JM02D5","Car"
"Renault New Megane Scenic",0,"Petrol","1.4 16V From VIN JM0BBH","Car"
"Renault New Megane Sport Saloon",0,"Petrol","1.4 16V From VIN LM0B0H","Car"
"Renault New Megane Sport Tourer",0,"Petrol","1.4 16V From VIN KM0B0H","Car"
"Renault New Megane Sport Tourer, 2011",0,"Diesel","dCi 106","Car"
"Renault New Mégane Coupé",0,"Diesel","1.5 dCi 106 DZ0B06","Car"
"Renault New Mégane Hatch",0,"Petrol","1.5 dCi 106 BZ0B06","Car"
"Renault New Mégane Hatchback",0,"Diesel","TCe 180","Car"
"Renault New Scenic",0,"Petrol","1.4 16V From VIN JA0D05","Car"
"Renault New Scenic (all versions and trim levels)",0,"Petrol","1.4 16V From VIN JA0D05","Car"
"Renault New Scenic RX4",0,"Petrol","2.0 16V RX4 From VIN JAAC0E","Car"
"Renault New Scenic RX4 (all versions and trim levels)",0,"Diesel","2.0 16V RX4 From VIN JAAC0E","Car"
"Renault Safrane",0,"Petrol","2.0 16V   From VIN B54L02","Car"
"Renault Safrane (all versions and trim levels)",0,"Petrol","2.0 16V From VIN B54L02","Car"
"Renault Scenic X MOD, 2013",0,"Petrol","1.6 VVT 110","Car"
"Renault Scènic",0,"Petrol","2.0 VVT 136","Car"
"Renault Scènic Model Year - May 2009 on",0,"Diesel","2.0 dCi 150","Car"
"Renault Scènic Model Year May 2009 onward",0,"Diesel","2.0 dCi 150","Car"
"Renault Scénic, 2013",0,"Diesel","1.6 VVT 110","Car"
"Renault Scénic, Model Year - May 2009 on",0,"Diesel","2.0 dCi 150","Car"
"Renault Scénic, Model Year May 2009 on",0,"Diesel","dCi 106","Car"
"Renault Twingo",0,"Petrol","1.2 16V 75","Car"
"Renault Vel Satis",0,"Petrol","2.0 Turbo From VIN BJ0K06","Car"
"Renault Vel Satis (all versions and trim levels)",0,"Petrol","2.0 Turbo From VIN BJ0K06","Car"
"Renault Wind Roadster, 2010",0,"Petrol","1.2TCe 100","Car"
"Renault Zoe",0,"Electricity","Zoe","Car"
"Rolls-Royce Bentley",0,"Petrol","Arnage","Car"
"Rolls-Royce Ghost",0,"Petrol","Ghost","Car"
"Rolls-Royce Phantom",0,"Petrol","Rolls-Royce Phantom","Car"
"Rolls-Royce Phantom Drophead Coupé",0,"Petrol","Rolls-Royce Phantom Drophead Coupé","Car"
"Rolls-Royce Phantom EWB",0,"Petrol","Rolls-Royce Phantom EWB","Car"
"Rolls-Royce Rolls-Royce",0,"Petrol","Corniche","Car"
"Rover Group Limited 200 Series",0,"Petrol","216 Si/SLi","Car"
"Rover Group Limited 400 Series",0,"Petrol","416 i/Si/SLi","Car"
"Rover Group Limited MG F",0,"Petrol","1.8i","Car"
"Rover Group Limited Mini Classic",0,"Petrol","Mini/Mini Cooper","Car"
"Rover Group Limited Rover 25",0,"Petrol","1.8","Car"
"Rover Group Limited Rover 45",0,"Petrol","1.8","Car"
"Rover Group Limited Rover 75",0,"Petrol","2.5 V6","Car"
"Saab 9-3 2 Door Convertible, MY2005",0,"Petrol","2.0LPT From VIN YS3F?75F?51000001","Car"
"Saab 9-3 4 Door Saloon, MY2005",0,"Petrol","1.8i From VIN YS3F?45B?51000001","Car"
"Saab 9-3 Convertible Model Year 2009",0,"Petrol","1.8T (150ps)","Car"
"Saab 9-3 Convertible Model Year 2010",0,"Petrol","1.8T (150ps)","Car"
"Saab 9-3 Convertible, Model Year 2012",0,"Petrol","1.9TTiD (160PS)","Car"
"Saab 9-3 MY2006 2 Door Convertible",0,"Petrol","2.0 TS Turbo MFI","Car"
"Saab 9-3 MY2006 4 Door Saloon",0,"Petrol","2.0 TS","Car"
"Saab 9-3 MY2006 5 Door Estate",0,"Petrol","2.0 TS","Car"
"Saab 9-3 MY2007 2 Door Convertible",0,"Petrol","2.0 LPT (1.8t 150 bhp)","Car"
"Saab 9-3 MY2007 4 Door Saloon",0,"Petrol","2.0 LPT","Car"
"Saab 9-3 MY2007 5 Door Estate",0,"Petrol","2.0 LPT","Car"
"Saab 9-3 MY2008 2 Door Convertible",0,"Petrol","2.0 T","Car"
"Saab 9-3 MY2008 4 Door Saloon",0,"Petrol","2.0 T","Car"
"Saab 9-3 MY2008 5 Door Estate",0,"Petrol","2.0 T","Car"
"Saab 9-3 MY2009 2 Door Convertible",0,"Petrol","2.0T","Car"
"Saab 9-3 MY2009 4 Door Saloon",0,"Petrol","2.0T","Car"
"Saab 9-3 MY2009 5 Door Estate",0,"Petrol","2.0T","Car"
"Saab 9-3 Saloon Model Year 2009",0,"Petrol","1.8T (150ps)","Car"
"Saab 9-3 Saloon Model Year 2010",0,"Diesel","1.9TiD (150ps)","Car"
"Saab 9-3 Saloon, Model Year 2012",0,"Diesel","1.9TTiD (160PS)","Car"
"Saab 9-3 Series",0,"Petrol","2.0 turbo 150hp B205E","Car"
"Saab 9-3 Series 3 Door Coupé & 5 Door",0,"Petrol","2.0 turbo Ecopower 150hp B205E","Car"
"Saab 9-3 Series 5 Door",0,"Diesel","2.2 TiD 115hp D223L","Car"
"Saab 9-3 Series Convertible",0,"Petrol","2.0 turbo 150hp B205E","Car"
"Saab 9-3 Sport Convertible",0,"Petrol","2.0t Aero 210hp B207R","Car"
"Saab 9-3 Sport Saloon",0,"Petrol","1.8t 150hp B207E","Car"
"Saab 9-3 SportWagon Model Year 2009",0,"Petrol","1.8T (150ps)","Car"
"Saab 9-3 SportWagon Model Year 2010",0,"Diesel","1.8T (150ps)","Car"
"Saab 9-3 SportWagon, Model Year 2012",0,"Diesel","1.9TTiD (160PS)","Car"
"Saab 9-3, MY2006 2 Door Convertible",0,"Petrol","2.0 TS Turbo. MFI","Car"
"Saab 9-3, MY2006 4 Door Saloon",0,"Petrol","2.0 TS","Car"
"Saab 9-3, MY2006 5 Door Estate",0,"Petrol","2.0 TS","Car"
"Saab 9-5 Estate Model Year 2009",0,"Petrol","1.9TiD (150ps)","Car"
"Saab 9-5 Estate Model Year 2010",0,"Petrol","1.9TiD (150ps)","Car"
"Saab 9-5 MY2006 4 Door Saloon",0,"Petrol","1.9 TIDS","Car"
"Saab 9-5 MY2006 5 Door Estate",0,"Petrol","1.9 TIDS","Car"
"Saab 9-5 MY2007 4 Door Saloon",0,"Petrol","2.0 LPT","Car"
"Saab 9-5 MY2007 5 Door Estate",0,"Petrol","2.0 LPT","Car"
"Saab 9-5 MY2008 4 Door Saloon",0,"Petrol","2.0 LPT","Car"
"Saab 9-5 MY2008 5 Door Estate",0,"Petrol","2.0 LPT","Car"
"Saab 9-5 MY2009 4 Door Saloon",0,"Petrol","1.9TIDS","Car"
"Saab 9-5 MY2009 5 Door Estate",0,"Petrol","1.9TIDS","Car"
"Saab 9-5 Saloon Model Year 2009",0,"Petrol","1.9TiD (150ps)","Car"
"Saab 9-5 Series 4 Door Saloon",0,"Petrol","2.0 turbo 150hp B205E","Car"
"Saab 9-5 Series 5 Door Estate",0,"Petrol","2.0 turbo 150hp B205E","Car"
"Saab 9-5, MY2006 4 Door Saloon",0,"Petrol","2.0 LPT","Car"
"Saab 9-5, MY2006 5 Door Estate",0,"Petrol","2.0 LPT","Car"
"Saab 9-5, Model Year 2011",0,"Petrol","2.0T (220PS)","Car"
"Seat Alhambra",0,"Diesel","2.0 (115 PS)","Car"
"Seat Alhambra (from NOV 06 Wk 45 >)",0,"Diesel","2.0 TDI (140 PS)","Car"
"Seat Altea",0,"Diesel","1.9 TDI (105 PS)","Car"
"Seat Altea (from NOV 06 Wk 45 >)",0,"Petrol","1.9 TDI (105 PS)","Car"
"Seat Altea Freetrack",0,"Petrol","2.0 TDI (170 PS) with DPF","Car"
"Seat Altea XL",0,"Diesel","1.4 TSI 125PS","Car"
"Seat Altea XL (from NOV 06 Wk 45 >)",0,"Diesel","1.9 TDI (105 PS)","Car"
"Seat Arosa",0,"Petrol","1.0 (50 bhp)","Car"
"Seat Arosa / S / Sport",0,"Petrol","1.0 50 bhp","Car"
"Seat Arosa SDI",0,"Diesel","1.7 SDI 60 bhp","Car"
"Seat Cordoba",0,"Diesel","1.9 TDI (130 PS)","Car"
"Seat Cordoba Vario",0,"Petrol","1.6 75 bhp","Car"
"Seat Exeo",0,"Diesel","2.0 CR TDI 120PS","Car"
"Seat Exeo ST",0,"Diesel","2.0 CR TDI 170PS","Car"
"Seat Ibiza",0,"Petrol","1.6 (100 bhp)","Car"
"Seat Ibiza (from NOV 06 Wk 45 >)",0,"Petrol","1.9 TDI PD (130 PS)","Car"
"Seat Ibiza 3/5 Door",0,"Petrol","1.9 TDI 110 bhp","Car"
"Seat Ibiza 5 door",0,"Petrol","1.4 16v 85PS","Car"
"Seat Ibiza Coupé",0,"Petrol","1.4 16v 85PS","Car"
"Seat Ibiza ST",0,"Petrol","1.4 85PS","Car"
"Seat Leon",0,"Petrol","1.8 20V (125 PS)","Car"
"Seat Leon (from NOV 06 Wk 45 >)",0,"Petrol","1.9 TDI (105 PS)","Car"
"Seat Mii",0,"Petrol","1.0 60PS","Car"
"Seat New Ibiza",0,"Petrol","1.4 16V (75 PS)","Car"
"Seat New Ibiza (From May 2002)",0,"Petrol","1.9 TDI (100 PS)","Car"
"Seat New Ibiza (available from May 2002)",0,"Petrol","1.4 16V (75 bhp)","Car"
"Seat New Ibiza 5 door",0,"Petrol","1.2 12v (70 PS)","Car"
"Seat New Ibiza Coupé",0,"Petrol","1.2 12v (70 PS)","Car"
"Seat New Leon",0,"Petrol","1.6 MPI (102 PS)","Car"
"Seat New Toledo ( From Jan 2005 )",0,"Petrol","1.9 TDI (105 PS)","Car"
"Seat New Toledo (From Jan 2005)",0,"Petrol","1.9 TDI (105 PS)","Car"
"Seat Toledo",0,"Petrol","1.8 20V (125 PS)","Car"
"Seat Toledo (from NOV 06 Wk 45>)",0,"Diesel","1.9 TDI (105 PS)","Car"
"Skoda Citigo",0,"Petrol","1.0 MPI 60PS","Car"
"Skoda Fabia",0,"Petrol","1.2 HTP 12v 70ps","Car"
"Skoda Fabia Estate",0,"Petrol","1.4 16V (75 bhp)","Car"
"Skoda Fabia Estate (from NOV 06 Wk 45>)",0,"Petrol","1.2 12V 64bhp  4 & 5 seat","Car"
"Skoda Fabia Hatch",0,"Petrol","1.4 16V (75 bhp)","Car"
"Skoda Fabia Hatchback",0,"Petrol","1.2 TSI 105PS","Car"
"Skoda Fabia Hatchback (from NOV 06 Wk 45>)",0,"Petrol","1.2 12V 64bhp","Car"
"Skoda Fabia Saloon",0,"Petrol","1.9 SDI (64 bhp)","Car"
"Skoda Felicia Hatch",0,"Petrol","Classic 1.3","Car"
"Skoda Fun",0,"Petrol","Fun 1.6 75 bhp","Car"
"Skoda New Fabia",0,"Petrol","1.2 HTP 12v 70PS","Car"
"Skoda New Fabia Estate",0,"Diesel","1.4 TDI PD 70PS","Car"
"Skoda New Octavia",0,"Petrol","1.4 (75 bhp)","Car"
"Skoda New Octavia 2013",0,"Petrol","1.2 TSI 105PS 7speed DSG","Car"
"Skoda New Octavia Estate",0,"Petrol","1.6 FSI (115 bhp)","Car"
"Skoda New Octavia Estate 2013",0,"Diesel","1.2 TSI 105PS Stop-Start","Car"
"Skoda New Octavia Hatchback",0,"Petrol","1.9 TDI 105ps","Car"
"Skoda New Octavia Saloon",0,"Petrol","1.9 TDI 105PS","Car"
"Skoda New Roomster",0,"Petrol","1.6 CR TDI 105ps","Car"
"Skoda New Superb",0,"Diesel","1.8 TFSI 160ps","Car"
"Skoda New Superb 2013",0,"Diesel","2.0 TDI 140PS","Car"
"Skoda New Superb Estate",0,"Diesel","1.9 TDI PD 105ps","Car"
"Skoda New Superb Estate 2013",0,"Diesel","2.0 TDI 140PS","Car"
"Skoda Octavia Estate",0,"Petrol","Ambiente 1.9 TDI (90 bhp)","Car"
"Skoda Octavia Estate (from NOV 06 Wk 45>)",0,"Diesel","1.6 FSI 115bhp","Car"
"Skoda Octavia Hatch",0,"Petrol","Ambiente 1.9 TDI (90 bhp)","Car"
"Skoda Octavia Hatchback",0,"Petrol","1.6 FSI 115bhp","Car"
"Skoda Octavia Hatchback (from NOV 06 Wk 45>)",0,"Diesel","1.6 FSI 115bhp","Car"
"Skoda Octavia Scout 4x4",0,"Petrol","2.0 FSI 150PS","Car"
"Skoda Rapid",0,"Petrol","1.6 CR TDI 105PS","Car"
"Skoda Roomster",0,"Petrol","1.4 TDI PD 70bhp","Car"
"Skoda Roomster  Scout",0,"Petrol","1.2 TSI 105PS 7speed DSG","Car"
"Skoda Roomster (from NOV 06 Wk 45>)",0,"Diesel","1.4 TDI PD 70bhp","Car"
"Skoda Roomster Scout",0,"Petrol","1.9 TDI 105ps","Car"
"Skoda Superb",0,"Diesel","1.9 TDI (130 bhp)","Car"
"Skoda Superb (from NOV 06 Wk 45>)",0,"Petrol","2.8 V6 193bhp","Car"
"Skoda Superb Estate",0,"Diesel","2.0 TFSI 200PS DSG","Car"
"Skoda Yeti",0,"Diesel","1.4 TSI 122PS","Car"
"Smart Forfour",0,"Petrol","Forfour 1.3l (175 Tyres)","Car"
"Smart Fortwo Cabrio",0,"Petrol","61 bhp 175 rear tyres","Car"
"Smart Fortwo Cabrio Model Year 2008",0,"Petrol","62 kW 175/195 Tyres at rear","Car"
"Smart Fortwo Cabrio Model Year 2009",0,"Petrol","225 Tyres on 17' Wheels at rear","Car"
"Smart Fortwo Cabrio Model Year 2012",0,"Petrol","fortwo cabrio 102 bhp BRABUS with 17 inch rear wheels","Car"
"Smart Fortwo Coupé",0,"Petrol","61 bhp 175 rear tyres","Car"
"Smart Fortwo Coupé Model Year 2008",0,"Petrol","62 kW 175/195 Tyres at rear","Car"
"Smart Fortwo Coupé Model Year 2009",0,"Petrol","225 Tyres on 17' Wheels at rear","Car"
"Smart Fortwo Coupé Model Year 2012",0,"Petrol","fortwo coupé 102 bhp BRABUS with 17 inch rear wheels","Car"
"Smart Roadster",0,"Petrol","45kW 205 Tyres","Car"
"Smart Roadster - Coupé",0,"Petrol","Roadster - Coupé 205 Tyres","Car"
"Smart SMART",0,"Petrol","Roadster 45kW 205 rear tyres","Car"
"Smart Smart Cabrio Hatchback",0,"Petrol","45kW 175 rear Tyres","Car"
"Smart Smart Cabrio Hatchback (03MY)",0,"Petrol","Smart Cabrio and Passion","Car"
"Smart Smart City Coup&",0,,,"Car"
"Smart Smart City Coupé Hatchback",0,"Petrol","45kW 175 rear Tyres","Car"
"Smart forfour",0,"Petrol","1.5l (all tyres)","Car"
"Smart fortwo cabrio, Model Year 2012",0,"Petrol","fortwo cabrio 102 bhp BRABUS with 17' rear wheels","Car"
"Smart fortwo cabrio, Model Year 2013",0,"Petrol","BRABUS with 17' rear wheels","Car"
"Smart fortwo coupé, Model Year 2012",0,"Petrol","fortwo coupé 102 bhp BRABUS with 17' rear wheels","Car"
"Smart fortwo coupé, Model Year 2013",0,"Petrol","BRABUS with 17' rear wheels","Car"
"Smart roadster",0,"Petrol","61 bhp (205 tyres)","Car"
"Smart roadster-coupé",0,"Petrol","roadster-coupé (205 tyres)","Car"
"SsangYong Korando",0,"Diesel","ES 2.0 2WD Auto 175ps","Car"
"SsangYong Korando 2012MY",0,"Diesel","Korando ES 2.0 2WD Auto","Car"
"SsangYong Korando, 2011MY Onwards",0,"Diesel","Korando ES 2.0 2WD Auto","Car"
"SsangYong Kyron",0,"Diesel","2.0 S (2WD) Manual","Car"
"SsangYong Rexton",0,"Diesel","RX290 S Auto","Car"
"SsangYong Rexton II",0,"Diesel","270 S Manual TOD 165ps 5 Seats","Car"
"SsangYong Rodius",0,"Diesel","270 SE Auto","Car"
"SsangYong Sports Pickup",0,"Diesel","2.9 TD Auto","Car"
"Subaru B9 Tribeca (2007 Model Year)",0,"Petrol","3.0 AWD 5/7 Seater","Car"
"Subaru B9 Tribeca AWD",0,"Petrol","3.6 SE7","Car"
"Subaru BRZ From 2012 MY",0,"Petrol","S & R","Car"
"Subaru BRZ, From 2012 MY",0,"Petrol","S & R","Car"
"Subaru Forester",0,"Petrol","2.0 AWD 5-door","Car"
"Subaru Forester (2001 Model Year)",0,"Petrol","2.0 AWD 5 Door","Car"
"Subaru Forester (2002 Model Year)",0,"Petrol","2.0 AWD S Turbo 5 Door","Car"
"Subaru Forester (2003 Model Year)",0,"Petrol","2.0 AWD 5 Door","Car"
"Subaru Forester (2004 Model Year)",0,"Petrol","2.0 AWD 5 Door","Car"
"Subaru Forester (2004/05 Model Year)",0,"Petrol","2.0 AWD 5 Door","Car"
"Subaru Forester (2005 Model Year)",0,"Petrol","2.0 AWD 5 Door","Car"
"Subaru Forester (2006 Model Year)",0,"Petrol","2.0 AWD","Car"
"Subaru Forester (2006/07 Model Year)",0,"Petrol","2.0 AWD","Car"
"Subaru Forester (2007/08 Model Year)",0,"Petrol","2.0 AWD","Car"
"Subaru Forester (2009 Model Year)",0,"Petrol","2.0 AWD","Car"
"Subaru Forester AWD (2008 Model Year)",0,"Petrol","2.0 X","Car"
"Subaru Forester AWD (2009 Model Year)",0,"Petrol","2.0 X","Car"
"Subaru Forester AWD 2009/10 MY",0,"Diesel","2.0 X","Car"
"Subaru Forester AWD 2011 MY",0,"Petrol","2.0 X","Car"
"Subaru Forester AWD MY11 onwards",0,"Diesel","2.0D X","Car"
"Subaru Forester AWD, 2009/10 MY",0,"Petrol","2.0 XS","Car"
"Subaru Forester AWD, 2011 MY",0,"Petrol","2.0 X","Car"
"Subaru Forester AWD, MY11 onwards",0,"Diesel","2.0D X","Car"
"Subaru Forester, From 2013 MY",0,"Petrol","2.0i XE","Car"
"Subaru Impreza",0,"Petrol","2.0 GX AWD 4/5 Door","Car"
"Subaru Impreza (2001 Model Year)",0,"Petrol","2.0 GX AWD 4/5 Door","Car"
"Subaru Impreza (2003 Model Year)",0,"Petrol","2.0 GX Sport AWD 4/5 Door","Car"
"Subaru Impreza (2003/04 Model Year)",0,"Petrol","2.0 GX Sport AWD 4/5 Door","Car"
"Subaru Impreza (2005 Model Year)",0,"Petrol","2.0 GX Sport AWD 4/5 Door","Car"
"Subaru Impreza (2006 Model Year)",0,"Petrol","2.0 AWD 4/5 Door","Car"
"Subaru Impreza (2006/07 Model Year)",0,"Petrol","2.0 AWD Saloon/Sports Wagon","Car"
"Subaru Impreza (2007 Model Year)",0,"Petrol","1.5 AWD Sports Wagon","Car"
"Subaru Impreza (2008 Model Year)",0,"Petrol","2.0 AWD","Car"
"Subaru Impreza AWD (2008/09 Model Year)",0,"Petrol","1.5R","Car"
"Subaru Impreza AWD 2009/10 MY",0,"Petrol","1.5R","Car"
"Subaru Impreza AWD 2011 MY",0,"Petrol","1.5 RC","Car"
"Subaru Impreza AWD, 2011 MY",0,"Petrol","1.5 RC","Car"
"Subaru Justy",0,"Petrol","1.0R","Car"
"Subaru Legacy",0,"Petrol","2.0 Classic Estate AWD","Car"
"Subaru Legacy (2001 Model Year)",0,"Petrol","2.0 GL Saloon AWD","Car"
"Subaru Legacy (2002 Model Year)",0,"Petrol","2.5 GX Saloon AWD","Car"
"Subaru Legacy (2003 Model Year)",0,"Petrol","2.0 GL Estate AWD","Car"
"Subaru Legacy (2004 Model Year)",0,"Petrol","2.0 AWD Saloon","Car"
"Subaru Legacy (2004/05 Model Year)",0,"Petrol","2.0 AWD Saloon","Car"
"Subaru Legacy (2005 Model Year)",0,"Petrol","2.0 AWD Saloon","Car"
